OBJECTID,COMPKEY,COMPTYPE,SEGKEY,DISTANCE,WIDTH,UNITID,UNITTYPE,UNITDESC,BIKE_FACILITY,RACK_CAPACITY,DELINEATOR_POSTS,FINISH_TYPE,SURFACE_TYPE,INSTALL_DATE,MOUNT_TYPE,COLOR,MANUFACTURER,MODEL_TYPE,CONDITION,CONDITION_ASSESSMENT_DATE,SIDE,OWNERSHIP,CURRENT_STATUS,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,OVERRIDECOMMENT,Shape,SHAPE_LNG,SHAPE_LAT
2656,517290,16,12131,57,28,BKR-309,BKR,PHINNEY AVE N 0350 BLOCK W SIDE (  22) 22 FT N/O N 35TH ST                                                                                                                                                                                                     ,SGL,2,N,GALV,PCC-PAD,07/13/2004 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK, ,,W,SDOT,OUTSVC,DISTRICT6, ,N,,"(47.651566754000044, -122.35459176299997)",-122.354591763941002,47.651566754349396
2657,597114,16,12635,63,22,BKR-3286,BKR,ROOSEVELT WAY NE 0850 BLOCK W SIDE (  40) 40 FT N/O NE 85TH ST                                                                                                                                                                                                 ,SGL,2,N,GALV,PCC,05/31/2013 12:00:00 AM +0000,SUFMT, , ,BKR-INVRU,GOOD,09/01/2015 12:00:00 AM +0000,W,SDOT,INSVC,DISTRICT5, ,N,,"(47.69054158500006, -122.31770468799999)",-122.317704688907,47.690541585323096
2658,517980,16,21493,210,29,BKR-632,BKR,S WASHINGTON ST 0030 BLOCK N SIDE ( 190) 55 FT W/O 4TH AVE S                                                                                                                                                                                                   ,SGL,2,N,GALV,PCC,03/16/2006 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,,N,SDOT,INSVC,DISTRICT7, ,N,,"(47.60095553100007, -122.32941907599997)",-122.329419077170002,47.600955531099096
2659,517595,16,11592,136,-28,BKR-1445,BKR,MADISON ST 0110 BLOCK SE SIDE ( 113) 113 FT NE/O BOREN AVE                                                                                                                                                                                                     ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,,SE,SDOT,INSVC,DISTRICT3, ,N,,"(47.60946822400007, -122.32461183599997)",-122.324611837698001,47.609468224445202
2660,517614,16,16501,303,27,BKR-2400,BKR,NE 125TH ST 0310 BLOCK N SIDE ( 280) 0 FT W/O 32ND AVE NE                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,08/05/2009 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT5, ,N,,"(47.71934574900007, -122.294003283)",-122.294003283959015,47.719345749221695
2661,517609,16,18027,209,17,BKR-1730,BKR,NE NORTHLAKE PL 0070 BLOCK N SIDE ( 196) 45 FT W/O 8TH AVE NE                                                                                                                                                                                                  ,SGL,2,N,GALV,PCC-PAD,04/08/2004 12:00:00 AM +0000,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,07/27/2009 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT4, ,N,,"(47.65498579500007, -122.32000708199996)",-122.320007083733003,47.654985794499794
2662,517019,16,5462,26,31,BKR-1847,BKR,35TH AVE SW 0650 BLOCK E SIDE (   3) 3 FT S/O SW MORGAN ST                                                                                                                                                                                                     ,SGL,2,N,GALV,PCC,12/05/2007 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,08/17/2009 12:00:00 AM +0000,E,SDOT,INSVC,DISTRICT1, ,N,,"(47.544610023000075, -122.37632122899998)",-122.376321230323001,47.5446100232069
2663,517291,16,12131,36,-26,BKR-828,BKR,PHINNEY AVE N 0350 BLOCK E SIDE (  12) 12 FT N/O N 35TH ST                                                                                                                                                                                                     ,SGL,2,N,PAINT,PCC-PAD,08/03/2009 12:00:00 AM +0000,SUFMT,GRN,BKR-CRMTL,BKR-RLRCK,GOOD,07/29/2009 12:00:00 AM +0000,E,SDOT,INSVC,DISTRICT6, ,N,,"(47.65150894700008, -122.35437295999998)",-122.354372960968007,47.651508947032397
2664,517072,16,11791,356,-17,BKR-1620,BKR,MERIDIAN AVE N 0440 BLOCK E SIDE ( 343) 29 FT S/O N 45TH ST                                                                                                                                                                                                    ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,07/29/2009 12:00:00 AM +0000,E,SDOT,INSVC,DISTRICT4, ,N,,"(47.66126836600006, -122.33365154499995)",-122.333651546230001,47.661268365818501
2665,516972,16,5369,162,34,BKR-291,BKR,35TH AVE NE 0850 BLOCK W SIDE ( 149) 89 FT S/O NE 86TH ST                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,06/10/2004 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,08/14/2009 12:00:00 AM +0000,W,SDOT,INSVC,DISTRICT5, ,N,,"(47.690646668000056, -122.29083980299998)",-122.290839804835002,47.690646668452402
2666,517623,16,15936,631,-17,BKR-2404,BKR,N 83RD ST 0010 BLOCK S SIDE ( 618) 15 FT W/O GREENWOOD AVE N                                                                                                                                                                                                   ,SGL,2,N,GALV,PCC-PAD,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,08/03/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT6, ,N,,"(47.689066755000056, -122.35541849799995)",-122.355418499614004,47.689066754798098
2667,613364,16,21051,281,-27,BKR-3354,BKR,S OTHELLO ST 0380 BLOCK S SIDE ( 258) 20 FT W/O 39TH AVE S                                                                                                                                                                                                     ,SGL,2,N,PAINT,PCC,02/12/2014 12:00:00 AM +0000,SUFMT, , ,BKR-NCONF,GOOD,09/01/2016 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT2, ,N,,"(47.53697020300007, -122.28357259799998)",-122.283572599568998,47.536970202772899
2668,517466,16,9240,47,21,BKR-1502,BKR,BELMONT AVE E 0050 BLOCK W SIDE (  34) 34 FT N/O E REPUBLICAN ST                                                                                                                                                                                               ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/21/2009 12:00:00 AM +0000,W,SDOT,INSVC,DISTRICT3, ,N,,"(47.62326970600003, -122.32411656)",-122.324116561847006,47.6232697061888
2669,516799,16,4731,315,17,BKR-2548,BKR,30TH AVE SW 0840 BLOCK E SIDE ( 302) 302 FT S/O SW THISTLE ST                                                                                                                                                                                                  ,SGL,10,N,GALV,OTHER,,SUFMT,NONE,BKR-CORA,BKR-W7510,GOOD,08/14/2009 12:00:00 AM +0000,E,SDOT,INSVC,DISTRICT1, ,N,,"(47.52742002100007, -122.37118004199999)",-122.371180043823017,47.527420020991798
2670,517612,16,14888,161,30,BKR-284,BKR,E UNION ST 0100 BLOCK N SIDE ( 148) 131 FT W/O 11TH AVE                                                                                                                                                                                                        ,SGL,2,N,GALV,PCC,06/27/2006 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/21/2009 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT3, ,N,,"(47.613017918000025, -122.31878337699999)",-122.318783378673004,47.6130179175778
2671,580148,16,7244,161,-34,BKR-3061,BKR,5TH AVE 0210 BLOCK NE SIDE ( 141) 141 FT NW/O LENORA ST                                                                                                                                                                                                        ,SGL,2,N,GALV,PCC,02/22/2012 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK, ,,NE,SDOT,PLANNED,DISTRICT7, ,N,,"(47.61485584800005, -122.340873553)",-122.340873554039007,47.614855848065005
2672,516715,16,4707,490,-17,BKR-2465,BKR,30TH AVE S 0650 BLOCK W SIDE ( 477) 124 FT N/O S HOLLY ST                                                                                                                                                                                                      ,SGL,7,N,PAINT,PCC,,STBS,BLK,OTHER,BKR-RIBON,GOOD,08/06/2009 12:00:00 AM +0000,W,SDOT,INSVC,DISTRICT2, ,N,,"(47.54302469800007, -122.29371522699995)",-122.293715228625999,47.543024697552795
2673,519071,16,12621,206,-24,BKR-904,BKR,ROOSEVELT WAY NE 0710 BLOCK E SIDE ( 183) 23 FT S/O NE 72ND ST                                                                                                                                                                                                 ,SGL,2,N,GALV,PCC,12/20/2007 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/30/2009 12:00:00 AM +0000,E,SDOT,INSVC,DISTRICT4, ,N,,"(47.680735465000055, -122.31734242099998)",-122.317342421877001,47.680735464693697
2674,517637,16,18061,584,-17,BKR-2467,BKR,NE RAVENNA EB BV 0050 BLOCK SW SIDE ( 571) 133 FT NW/O NE 65TH ST                                                                                                                                                                                              ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/30/2009 12:00:00 AM +0000,SW,SDOT,INSVC,DISTRICT6, ,N,,"(47.676187465000055, -122.32270710299997)",-122.322707104500012,47.676187464664402
2675,516831,16,7244,334,34,BKR-2014,BKR,5TH AVE 0210 BLOCK SW SIDE ( 312) 68 FT SE/O BLANCHARD ST                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/17/2009 12:00:00 AM +0000,SW,SDOT,INSVC,DISTRICT7, ,N,,"(47.61502724200005, -122.34158223299994)",-122.341582234824017,47.615027242279496
2676,517981,16,13951,276,-18,BKR-1392,BKR,E DENNY WAY 0080 BLOCK S SIDE ( 266) 37 FT W/O BROADWAY                                                                                                                                                                                                        ,SGL,4,N,GALV,PCC,,SUFMT,NONE,BKR-CORA,BKR-W2704, ,,S,SDOT,OUTSVC,DISTRICT3, ,N,,"(47.618689188000076, -122.32107199999996)",-122.32107200092301,47.618689187755599
2677,516833,16,7244,209,34,BKR-2776,BKR,5TH AVE 0210 BLOCK SW SIDE ( 187) 187 FT NW/O LENORA ST                                                                                                                                                                                                        ,SGL,2,N,GALV,PCC,08/14/2009 12:00:00 AM +0000,STBS,NONE,BKR-CRMTL,BKR-CRRKB,GOOD,08/20/2009 12:00:00 AM +0000,SW,SDOT,INSVC,DISTRICT7, ,N,,"(47.61480200600005, -122.34120131299994)",-122.341201314540996,47.614802006416099
2678,516828,16,7243,78,-33,BKR-2012,BKR,5TH AVE 0200 BLOCK NE SIDE (  58) 58 FT NW/O VIRGINIA ST                                                                                                                                                                                                       ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,07/17/2009 12:00:00 AM +0000,NE,SDOT,INSVC,DISTRICT7, ,N,,"(47.61393556500008, -122.33932300099997)",-122.339323002737004,47.613935565288401
2679,614498,16,7243,370,-33,BKR-3380,BKR,5TH AVE 0200 BLOCK NE SIDE ( 350) 35 FT SE/O LENORA ST                                                                                                                                                                                                         ,SGL,2,N,GALV,PCC,03/26/2014 12:00:00 AM +0000,SUFMT, , ,BKR-RLRCK,GOOD,09/01/2016 12:00:00 AM +0000,NE,SDOT,INSVC,DISTRICT7, ,N,,"(47.614461101000074, -122.34021206799997)",-122.340212069677008,47.614461101320195
2680,516829,16,7243,96,29,BKR-2775,BKR,5TH AVE 0200 BLOCK SW SIDE (  77) 77 FT NW/O VIRGINIA ST                                                                                                                                                                                                       ,SGL,2,N,GALV,PCC,08/14/2009 12:00:00 AM +0000,STBS,NONE,BKR-CRMTL,BKR-CRRKB,GOOD,10/14/2009 12:00:00 AM +0000,SW,SDOT,INSVC,DISTRICT7, ,N,,"(47.613839993000056, -122.339543247)",-122.339543248441998,47.613839993189401
2681,518170,16,18005,38,-22,BKR-1571,BKR,NE MAPLE LEAF PL 0030 BLOCK SE SIDE (  12) 12 FT NE/O EAST GREEN LAKE DR N                                                                                                                                                                                     ,SGL,2,N,GALV,PCC,,SUFMT,NONE,OTHER,BKR-NCONF,GOOD,07/29/2009 12:00:00 AM +0000,SE,SDOT,INSVC,DISTRICT6, ,N,,"(47.68072116600007, -122.32595291099994)",-122.325952912320005,47.680721166348
2682,517091,16,12642,52,-25,BKR-2306,BKR,ROOSEVELT WAY NE 0940 BLOCK E SIDE (  29) 29 FT N/O NE 94TH ST                                                                                                                                                                                                 ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,08/03/2009 12:00:00 AM +0000,E,SDOT,INSVC,DISTRICT5, ,N,,"(47.69688630200005, -122.31748345099999)",-122.317483452787002,47.696886302029398
2683,518146,16,21704,122,22,BKR-2831,BKR,SW ADMIRAL WAY 0430 BLOCK S SIDE ( 109) 109 FT W/O CALIFORNIA AVE SW                                                                                                                                                                                           ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,08/25/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT1, ,N,,"(47.581129228000066, -122.38703742099995)",-122.387037422017002,47.581129228261098
2684,517608,16,18027,183,17,BKR-1796,BKR,NE NORTHLAKE PL 0070 BLOCK N SIDE ( 170) 71 FT W/O 8TH AVE NE                                                                                                                                                                                                  ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,FAIR,07/27/2009 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT4, ,N,,"(47.655005318000065, -122.32011283399999)",-122.320112835326015,47.655005318071595
2685,519383,16,18081,247,24,BKR-1592,BKR,NE RAVENNA WB BV 0030 BLOCK NE SIDE ( 161) 100 FT NW/O WOODLAWN AVE NE                                                                                                                                                                                         ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/29/2009 12:00:00 AM +0000,NE,SDOT,INSVC,DISTRICT6, ,N,,"(47.679325980000044, -122.32500689199998)",-122.325006893516004,47.679325979576795
2686,519407,16,12679,221,25,BKR-2868,BKR,ROY ST 0009 BLOCK N SIDE ( 200) 76 FT W/O 1ST AVE N                                                                                                                                                                                                            ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,08/21/2009 12:00:00 AM +0000,N,SDOT,PLANNED,DISTRICT7, ,N,,"(47.62552141300006, -122.35580904899996)",-122.355809050683007,47.625521413193702
2687,519409,16,16791,115.5,-26,BKR-1804,BKR,NE 42ND ST 0130 BLOCK S SIDE (  92) 92 FT E/O BROOKLYN AVE NE                                                                                                                                                                                                  ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/24/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT4, ,N,,"(47.65825180300004, -122.31389827099997)",-122.313898271929006,47.658251802673703
2688,519411,16,16791,79.5,-26,BKR-414,BKR,NE 42ND ST 0130 BLOCK S SIDE (  56) 56 FT E/O BROOKLYN AVE NE                                                                                                                                                                                                  ,SGL,2,N,GALV,PCC,04/07/2006 12:00:00 AM +0000,STBS,NONE,BKR-CRMTL,BKR-CRRKB,GOOD,07/24/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT4, ,N,,"(47.658253538000054, -122.31404379899999)",-122.314043800751008,47.658253537910497
2689,519384,16,18081,273,24,BKR-1593,BKR,NE RAVENNA WB BV 0030 BLOCK NE SIDE ( 187) 74 FT NW/O WOODLAWN AVE NE                                                                                                                                                                                          ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/29/2009 12:00:00 AM +0000,NE,SDOT,INSVC,DISTRICT6, ,N,,"(47.67926686000004, -122.32494823799999)",-122.324948239164002,47.679266859575399
2690,519410,16,16791,100,26,BKR-348,BKR,NE 42ND ST 0130 BLOCK N SIDE (  75) 75 FT E/O BROOKLYN AVE NE                                                                                                                                                                                                  ,SGL,2,N,GALV,PCC,04/07/2006 12:00:00 AM +0000,STBS,NONE,BKR-CRMTL,BKR-CRRKB,GOOD,08/26/2009 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT4, ,N,,"(47.65839508500005, -122.31395720499995)",-122.31395720655901,47.658395084801498
2691,518156,16,19834,43,34,BKR-2073,BKR,S DEARBORN ST 0140 BLOCK N SIDE (  20) 20 FT E/O CORWIN PL S                                                                                                                                                                                                   ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,07/23/2009 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT3, ,N,,"(47.59590965600006, -122.31390968199997)",-122.313909683239999,47.595909655979597
2692,519095,16,17276,213,23.5,BKR-432,BKR,NE 65TH ST 0230 BLOCK N SIDE ( 200) 37 FT W/O 24TH AVE NE                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,04/15/2008 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/29/2009 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT4, ,N,,"(47.67583865700004, -122.30188034199995)",-122.301880343576997,47.675838656965801
2693,667239,16,19834,32,34,BKR-3881,BKR,S DEARBORN ST 0140 BLOCK N SIDE (   9) 9 FT E/O CORWIN PL S                                                                                                                                                                                                    ,SGL,2,N,GALV,PCC,01/26/2017 12:00:00 AM +0000,SUFMT,NONE, ,BKR-INVRU,GOOD,01/26/2017 12:00:00 AM +0000,N, ,INSVC,DISTRICT3, ,N,,"(47.595909738000046, -122.31395405399996)",-122.313954055521009,47.595909737582396
2694,519096,16,17276,47,23.5,BKR-433,BKR,NE 65TH ST 0230 BLOCK N SIDE (  34) 34 FT E/O 23RD AVE NE                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,04/15/2008 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/29/2009 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT4, ,N,,"(47.67583951300003, -122.30255174899997)",-122.30255175034101,47.675839512830294
2695,519381,16,19812,65,24,BKR-2858,BKR,S DAWSON ST 0510 BLOCK N SIDE (  35) 35 FT E/O WILSON AVE S                                                                                                                                                                                                    ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,08/21/2009 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT2, ,N,,"(47.55491493900007, -122.26958047599999)",-122.26958047745201,47.554914938751196
2696,519382,16,19812,130,24,BKR-514,BKR,S DAWSON ST 0510 BLOCK N SIDE ( 100) 100 FT E/O WILSON AVE S                                                                                                                                                                                                   ,SGL,2,N,GALV,PCC,05/31/2000 12:00:00 AM +0000,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,08/21/2009 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT2, ,N,,"(47.55491456000004, -122.269317635)",-122.269317635977998,47.554914559990699
2697,591423,16,17276,41,23.5,BKR-3180,BKR,NE 65TH ST 0230 BLOCK N SIDE (  28) 28 FT E/O 23RD AVE NE                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,11/30/2012 12:00:00 AM +0000,SUFMT, ,SDOT,BKR-RLRCK,GOOD,10/20/2012 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT4, ,N,,"(47.67583954400004, -122.30257601699998)",-122.302576017867011,47.675839543661795
2698,519241,16,15884,607,-17,BKR-104,BKR,N 79TH ST 0010 BLOCK S SIDE ( 594) 39 FT W/O GREENWOOD AVE N                                                                                                                                                                                                   ,SGL,2,N,GALV,PCC-PAD,08/25/2008 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,08/03/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT6, ,N,,"(47.68616764300003, -122.35551362399997)",-122.355513625308006,47.686167642605596
2699,519242,16,15884,316,-17,BKR-833,BKR,N 79TH ST 0010 BLOCK S SIDE ( 303) 303 FT E/O 1ST AVE NW                                                                                                                                                                                                       ,SGL,2,N,GALV,PCC,03/10/2009 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,08/03/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT6, ,N,,"(47.686162900000056, -122.35669340599998)",-122.356693407682002,47.686162900042497
2700,519243,16,15884,323,-17,BKR-834,BKR,N 79TH ST 0010 BLOCK S SIDE ( 310) 310 FT E/O 1ST AVE NW                                                                                                                                                                                                       ,SGL,2,N,GALV,PCC,03/10/2009 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,08/03/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT6, ,N,,"(47.686163014000044, -122.35666502699996)",-122.356665028039998,47.6861630142621
2701,519244,16,15884,339,-17,BKR-835,BKR,N 79TH ST 0010 BLOCK S SIDE ( 326) 307 FT W/O GREENWOOD AVE N                                                                                                                                                                                                  ,SGL,2,N,GALV,PCC,03/10/2009 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,08/03/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT6, ,N,,"(47.68616327500007, -122.35660015899998)",-122.356600160143003,47.686163275436201
2702,519093,16,17274,46,-23,BKR-1565,BKR,NE 65TH ST 0215 BLOCK S SIDE (  33) 33 FT E/O 22ND AVE NE                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/29/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT4, ,N,,"(47.67571347100005, -122.30423327099999)",-122.304233272762005,47.675713471196893
2703,519245,16,15884,354,-17,BKR-836,BKR,N 79TH ST 0010 BLOCK S SIDE ( 341) 292 FT W/O GREENWOOD AVE N                                                                                                                                                                                                  ,SGL,2,N,GALV,PCC,03/10/2009 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,08/03/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT6, ,N,,"(47.686163520000036, -122.35653934499999)",-122.356539346549013,47.68616352011
2704,519094,16,17274,100,-23,BKR-1566,BKR,NE 65TH ST 0215 BLOCK S SIDE (  87) 36 FT W/O RAVENNA AVE NE                                                                                                                                                                                                   ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/29/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT4, ,N,,"(47.675713243000075, -122.30401521799996)",-122.304015219459004,47.675713243202196
2705,591907,16,17004,313,17,BKR-3222,BKR,NE 54TH ST 0010 BLOCK N SIDE ( 300) 300 FT E/O 1ST AVE NE                                                                                                                                                                                                      ,SGL,14,N,GALV,PCC-PAD,11/09/2012 12:00:00 AM +0000,SUFMT, ,OTHER,BKR-W7510,GOOD,10/31/2012 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT6, ,N,,"(47.66794273200003, -122.32699644699994)",-122.326996448645005,47.667942732238004
2706,519137,16,17250,18,-25,BKR-2561,BKR,NE 65TH ST 0030 BLOCK S SIDE (   5) 5 FT E/O LATONA W AVE NE                                                                                                                                                                                                   ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,08/18/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT6, ,N,,"(47.675837873000035, -122.32564103099998)",-122.325641032125006,47.6758378729524
2707,614106,16,17004,298,17,BKR-3358,BKR,NE 54TH ST 0010 BLOCK N SIDE ( 285) 355 FT W/O LATONA AVE NE                                                                                                                                                                                                   ,SGL,4,N,GALV,AC/PCC,03/06/2014 12:00:00 AM +0000,SUFMT, , ,BKR-W2704,GOOD,07/01/2014 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT6, ,N,,"(47.667943147000074, -122.32705722599997)",-122.327057227331011,47.667943146672101
2708,519139,16,17250,37,25,BKR-808,BKR,NE 65TH ST 0030 BLOCK N SIDE (  24) 18 FT W/O LATONA E AVE NE                                                                                                                                                                                                  ,SGL,2,N,GALV,PCC,04/16/2009 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/30/2009 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT6, ,N,,"(47.67597408800003, -122.32556221499999)",-122.325562216546004,47.675974088043795
2709,650985,16,17004,653,17,BKR-3780,BKR,NE 54TH ST 0010 BLOCK N SIDE ( 640) 0 FT W/O LATONA AVE NE                                                                                                                                                                                                     ,ONST,6,Y,GALV,PCC,06/24/2016 12:00:00 AM +0000,SUFMT, , ,BKR-INVRU,GOOD,06/24/2016 12:00:00 AM +0000,N, ,INSVC,DISTRICT6, ,N,,"(47.667933333000065, -122.32561879399998)",-122.32561879584101,47.667933333074501
2710,519216,16,16978,43,17,BKR-129,BKR,NE 52ND ST 0150 BLOCK N SIDE (  30) 30 FT E/O 15TH AVE NE                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,06/27/2006 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/24/2009 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT4, ,N,,"(47.66647359700005, -122.31174127099996)",-122.311741272100008,47.666473596814299
2711,574250,16,20739,405,-17,BKR-3042,BKR,S MAIN ST 0123 BLOCK S SIDE ( 392) 20 FT W/O 14TH AVE S                                                                                                                                                                                                        ,SGL,2,N,GALV,PCC,10/10/2011 12:00:00 AM +0000,SUFMT,GRY,BKR-CRMTL,BKR-RLRCK,GOOD,,S,SDOT,INSVC,DISTRICT3, ,N,,"(47.59996409200005, -122.31427031099997)",-122.314270312218,47.599964091859398
2712,517587,16,16934,65,-24,BKR-1821,BKR,NE 50TH ST 0140 BLOCK S SIDE (  42) 42 FT E/O UNIVERSITY WAY NE                                                                                                                                                                                                ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/24/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT4, ,N,,"(47.664833102000046, -122.31281221599994)",-122.312812217530009,47.664833102288597
2713,629427,16,16934,221,-24,BKR-3508,BKR,NE 50TH ST 0140 BLOCK S SIDE ( 198) 36 FT W/O 15TH AVE NE                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,04/21/2016 12:00:00 AM +0000, , , , ,GOOD,04/25/2016 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT4, ,N,,"(47.66482870900006, -122.31218114299998)",-122.312181144777,47.664828709311301
2714,516940,16,4391,77,29,BKR-1112,BKR,3RD AVE 0240 BLOCK SW SIDE (  57) 57 FT NW/O BATTERY ST                                                                                                                                                                                                        ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,07/20/2009 12:00:00 AM +0000,SW,SDOT,INSVC,DISTRICT7, ,N,,"(47.61555216900007, -122.34640551199999)",-122.346405512981008,47.615552168786202
2715,519204,16,16932,101,-24,BKR-1655,BKR,NE 50TH ST 0120 BLOCK S SIDE (  78) 78 FT E/O 12TH AVE NE                                                                                                                                                                                                      ,SGL,2,N,GALV,PCC,08/03/2009 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/28/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT4, ,N,,"(47.664848025000026, -122.31483095199997)",-122.314830953006009,47.664848025086997
